Continent,Entity,Code,Year,"15-49 years old (deaths per 100,000)","50-69 years old (deaths per 100,000)","70+ years old (deaths per 100,000)",70+ years old (deaths),15-49 years old (deaths),50-69 years old (deaths),Smoking (deaths)
EASTERN ASIA,Afghanistan,AFG,1990,16.5895192,267.2300085,679.0067545,2164.978736,672.6808215,3556.007814,6393.667372
EASTERN ASIA,Afghanistan,AFG,1991,15.45691308,266.9755159,677.617648,2185.771057,664.0284714,3579.453792,6429.25332
EASTERN ASIA,Afghanistan,AFG,1992,12.76799893,266.4300533,679.5058101,2218.107469,687.1256313,3655.821858,6561.054957
EASTERN ASIA,Afghanistan,AFG,1993,11.00042521,267.9694281,683.9735883,2260.120271,718.5379522,3753.314337,6731.97256
EASTERN ASIA,Afghanistan,AFG,1994,10.73801957,272.4036867,691.007773,2310.222336,731.8435492,3847.262232,6889.328118
EASTERN ASIA,Afghanistan,AFG,1995,10.16170128,273.6342371,691.8288569,2338.446988,715.2149148,3893.293963,6946.955866
EASTERN ASIA,Afghanistan,AFG,1996,10.06797729,274.8341925,693.4015576,2371.486101,731.4087617,3937.526096,7040.420959
EASTERN ASIA,Afghanistan,AFG,1997,10.22470389,277.0374484,696.7965491,2410.348132,759.7062134,3985.415861,7155.470207
EASTERN ASIA,Afghanistan,AFG,1998,10.52046621,279.855021,700.2860187,2448.397312,792.0480979,4025.746445,7266.191855
EASTERN ASIA,Afghanistan,AFG,1999,11.37089958,283.1073851,703.9556229,2487.276168,831.6770851,4037.6051,7356.558353
EASTERN ASIA,Afghanistan,AFG,2000,12.80310783,281.7890423,705.1310939,2519.419381,921.1526582,3968.95425,7409.526289
EASTERN ASIA,Afghanistan,AFG,2001,13.4410546,285.8961808,707.0844668,2552.568609,969.9043789,3993.958985,7516.431973
EASTERN ASIA,Afghanistan,AFG,2002,13.44132133,285.7727842,703.5920795,2566.922858,1038.783239,3960.872366,7566.578463
EASTERN ASIA,Afghanistan,AFG,2003,13.56599258,285.2293164,698.3329884,2577.642329,1128.551613,3905.59282,7611.786762
EASTERN ASIA,Afghanistan,AFG,2004,14.28303725,286.1477627,693.2530748,2591.246193,1224.898544,3839.182143,7655.32688
EASTERN ASIA,Afghanistan,AFG,2005,14.64941166,284.5546441,688.135756,2606.43427,1338.577646,3735.846579,7680.858495
EASTERN ASIA,Afghanistan,AFG,2006,15.44457128,285.9429987,683.3153364,2624.214224,1452.116618,3653.078013,7729.408854
EASTERN ASIA,Afghanistan,AFG,2007,16.17458787,286.9255686,678.0835676,2642.547373,1572.243325,3566.267768,7781.058467
EASTERN ASIA,Afghanistan,AFG,2008,16.51119116,287.5482989,673.6668648,2666.374292,1716.221206,3493.336705,7875.932203
EASTERN ASIA,Afghanistan,AFG,2009,16.86758864,285.9067513,667.2501976,2683.509078,1845.532867,3400.246105,7929.28805
EASTERN ASIA,Afghanistan,AFG,2010,17.06487486,279.6267917,659.4143384,2695.134511,1977.943394,3272.348722,7945.426626
EASTERN ASIA,Afghanistan,AFG,2011,17.14844845,277.0701116,651.6073211,2704.655383,2115.673582,3226.608619,8046.937583
EASTERN ASIA,Afghanistan,AFG,2012,17.23449878,271.8392362,643.9637246,2717.218053,2236.944851,3202.757707,8156.920612
EASTERN ASIA,Afghanistan,AFG,2013,17.17808487,265.1087833,637.4353758,2737.015311,2350.731139,3222.122969,8309.869419
EASTERN ASIA,Afghanistan,AFG,2014,17.15219994,257.9046187,631.8081813,2761.542527,2443.801713,3283.187288,8488.531529
EASTERN ASIA,Afghanistan,AFG,2015,17.2323303,250.4321576,627.3002206,2791.390584,2511.027997,3381.279178,8683.697759
EASTERN ASIA,Afghanistan,AFG,2016,17.12791552,243.7006158,622.5348343,2819.696022,2563.981039,3542.178189,8925.85525
EASTERN ASIA,Afghanistan,AFG,2017,16.85247576,237.6053082,619.208211,2846.066285,2613.999433,3781.185126,9241.250845
EASTERN EUROPE                     ,Albania,ALB,1990,9.752412379,277.2668847,1164.029307,1255.376637,163.2240845,1041.672532,2460.273254
EASTERN EUROPE                     ,Albania,ALB,1991,10.61116003,279.7410825,1211.380181,1334.749629,178.4525768,1078.858144,2592.060349
EASTERN EUROPE                     ,Albania,ALB,1992,10.59303832,266.3001796,1176.671557,1318.820916,178.6958526,1052.154942,2549.67171
EASTERN EUROPE                     ,Albania,ALB,1993,9.7877164,252.2911168,1135.583302,1295.347538,165.3311823,1019.626253,2480.304973
EASTERN EUROPE                     ,Albania,ALB,1994,9.101003665,234.8403063,1077.018672,1254.197852,153.7152753,969.6498612,2377.562989
EASTERN EUROPE                     ,Albania,ALB,1995,9.156208263,236.2019294,1083.231597,1292.563102,154.3812895,995.3636761,2442.308068
EASTERN EUROPE                     ,Albania,ALB,1996,9.61929448,245.6892813,1124.822074,1379.209163,161.4375997,1054.983397,2595.63016
EASTERN EUROPE                     ,Albania,ALB,1997,10.09872719,249.0848393,1144.15682,1445.148843,169.0994096,1090.388797,2704.63705
EASTERN EUROPE                     ,Albania,ALB,1998,9.999882414,245.8414554,1146.710252,1495.709542,181.9972426,1106.415468,2784.122253
EASTERN EUROPE                     ,Albania,ALB,1999,10.33637519,240.3226326,1139.042492,1536.732909,185.7516201,1102.028673,2824.513203
EASTERN EUROPE                     ,Albania,ALB,2000,11.79797138,236.1295819,1118.604694,1562.098871,191.5600501,1092.122539,2845.78146
EASTERN EUROPE                     ,Albania,ALB,2001,12.13356049,228.9036079,1102.250178,1593.401962,195.2283379,1081.420231,2870.050531
EASTERN EUROPE                     ,Albania,ALB,2002,12.72413939,228.6327027,1113.681966,1666.635129,202.7914022,1102.218363,2971.644895
EASTERN EUROPE                     ,Albania,ALB,2003,13.3201578,228.7689072,1125.627759,1743.976524,210.6977671,1126.47497,3081.14926
EASTERN EUROPE                     ,Albania,ALB,2004,13.8712445,225.9585483,1122.433139,1802.183132,217.5916006,1137.907615,3157.682348
EASTERN EUROPE                     ,Albania,ALB,2005,14.32768614,218.8383337,1091.8571,1821.793926,222.7040812,1128.210038,3172.708046
EASTERN EUROPE                     ,Albania,ALB,2006,14.15089388,209.5704086,1063.496337,1851.563772,217.8305029,1106.588078,3175.982353
EASTERN EUROPE                     ,Albania,ALB,2007,13.41402984,197.3408365,1015.923009,1849.882706,204.3556981,1068.194434,3122.432838
EASTERN EUROPE                     ,Albania,ALB,2008,13.63419856,195.2992311,1008.052195,1919.773239,205.4228134,1084.627703,3209.823755
EASTERN EUROPE                     ,Albania,ALB,2009,13.37237119,189.3663553,993.195231,1974.418581,199.2104381,1079.718063,3253.347083
EASTERN EUROPE                     ,Albania,ALB,2010,12.83449344,186.2112898,993.7794175,2056.085026,188.9812952,1090.336081,3335.402402
EASTERN EUROPE                     ,Albania,ALB,2011,12.4743424,188.0429455,1006.284317,2158.011097,181.4938121,1130.244642,3469.749551
EASTERN EUROPE                     ,Albania,ALB,2012,12.23765161,188.8322926,1013.507077,2242.628204,175.537959,1163.91366,3582.079823
EASTERN EUROPE                     ,Albania,ALB,2013,11.99718531,191.5701173,1025.84588,2334.231866,170.0708582,1208.805351,3713.108075
EASTERN EUROPE                     ,Albania,ALB,2014,11.78932338,197.0531809,1043.87196,2436.890748,164.1058171,1268.701171,3869.697735
EASTERN EUROPE                     ,Albania,ALB,2015,11.76639713,198.9741683,1046.836455,2505.246939,161.0248411,1303.251041,3969.522821
EASTERN EUROPE                     ,Albania,ALB,2016,11.696818,201.1903751,1047.490597,2569.962146,158.6084414,1337.939131,4066.509719
EASTERN EUROPE                     ,Albania,ALB,2017,11.71593411,203.1588516,1045.616192,2636.605067,156.602153,1367.949228,4161.156448
NORTHERN AFRICA                    ,Algeria,DZA,1990,11.64366386,241.027042,887.2347964,5514.26988,1369.675172,5240.054335,12123.99939
NORTHERN AFRICA                    ,Algeria,DZA,1991,11.46892951,235.686685,878.2390907,5703.523261,1398.595066,5255.163088,12357.28142
NORTHERN AFRICA                    ,Algeria,DZA,1992,11.35861394,231.3819494,873.2981207,5885.395826,1435.388845,5295.669742,12616.45441
NORTHERN AFRICA                    ,Algeria,DZA,1993,11.32592303,228.3270701,872.3368818,6037.228753,1483.083712,5372.283264,12892.59573
NORTHERN AFRICA                    ,Algeria,DZA,1994,11.45233252,221.9150649,864.2149446,6158.321018,1554.456627,5349.084067,13061.86171
NORTHERN AFRICA                    ,Algeria,DZA,1995,11.50827091,220.9486987,863.8230566,6319.006261,1619.704261,5443.208254,13381.91878
NORTHERN AFRICA                    ,Algeria,DZA,1996,11.55966215,218.8103102,857.8463928,6446.630638,1686.863069,5501.725779,13635.21949
NORTHERN AFRICA                    ,Algeria,DZA,1997,11.53847739,215.3008529,847.6620973,6579.528814,1744.016657,5532.942729,13856.4882
NORTHERN AFRICA                    ,Algeria,DZA,1998,11.37844897,210.9264693,835.4752829,6692.920966,1778.889097,5566.24876,14038.05882
NORTHERN AFRICA                    ,Algeria,DZA,1999,11.28423092,207.7328797,825.7083289,6866.847987,1822.124292,5639.268675,14328.24095
NORTHERN AFRICA                    ,Algeria,DZA,2000,11.0755831,203.5268953,809.9181353,7013.227914,1844.810409,5683.3846,14541.42292
NORTHERN AFRICA                    ,Algeria,DZA,2001,10.72361691,196.8192126,791.5191151,7149.6488,1836.211274,5721.735709,14707.59578
NORTHERN AFRICA                    ,Algeria,DZA,2002,10.37714989,190.4744175,772.5602181,7279.237668,1824.840012,5755.979009,14860.05669
NORTHERN AFRICA                    ,Algeria,DZA,2003,9.935692087,187.7109602,754.7414219,7424.19104,1792.325609,5888.819762,15105.33641
NORTHERN AFRICA                    ,Algeria,DZA,2004,9.576326115,181.4200124,734.3576222,7533.254265,1769.904453,5909.724351,15212.88307
NORTHERN AFRICA                    ,Algeria,DZA,2005,9.244471073,174.8746101,715.2820712,7655.279097,1748.329113,5915.918995,15319.52721
NORTHERN AFRICA                    ,Algeria,DZA,2006,8.94820532,168.5280953,697.2230761,7776.661376,1729.340268,5924.100412,15430.10206
NORTHERN AFRICA                    ,Algeria,DZA,2007,8.705032995,162.8470281,681.0701955,7890.821503,1716.59817,5955.164364,15562.58404
NORTHERN AFRICA                    ,Algeria,DZA,2008,8.49339377,157.6468194,666.1711377,7989.404014,1706.561044,6000.542791,15696.50785
NORTHERN AFRICA                    ,Algeria,DZA,2009,8.340196264,153.196332,654.4870843,8128.775316,1705.045459,6066.810433,15900.63121
NORTHERN AFRICA                    ,Algeria,DZA,2010,8.255532122,147.5896017,645.8397942,8301.865717,1714.474209,6081.922698,16098.26262
NORTHERN AFRICA                    ,Algeria,DZA,2011,8.174855286,144.9344766,635.6951097,8450.07531,1721.758411,6218.917576,16390.7513
NORTHERN AFRICA                    ,Algeria,DZA,2012,8.101273977,141.9173028,626.1192785,8605.605294,1727.153277,6349.088498,16681.84707
NORTHERN AFRICA                    ,Algeria,DZA,2013,8.142128969,137.5139307,621.2271625,8817.862626,1752.956529,6431.795551,17002.61471
NORTHERN AFRICA                    ,Algeria,DZA,2014,8.091295288,135.7099907,612.1772133,8942.632481,1755.467028,6648.724011,17346.82352
NORTHERN AFRICA                    ,Algeria,DZA,2015,7.982358071,135.7210574,602.4072955,9020.424142,1743.282965,6970.724854,17734.43196
NORTHERN AFRICA                    ,Algeria,DZA,2016,7.886830688,135.2867368,594.6978513,9119.399976,1732.959491,7278.601528,18130.961
NORTHERN AFRICA                    ,Algeria,DZA,2017,7.916570464,134.3890562,589.9597961,9305.486263,1749.592378,7554.852035,18609.93068
SOUTH AMERICA,Argentina,ARG,1990,29.29570104,467.0797716,1234.448679,22786.06018,4661.136109,24455.83398,51903.03027
SOUTH AMERICA,Argentina,ARG,1991,28.43468409,453.1427081,1171.232142,22186.51521,4592.971287,23949.97019,50729.45669
SOUTH AMERICA,Argentina,ARG,1992,28.21035069,452.3369516,1149.51621,22402.08807,4623.395227,24109.05627,51134.53957
SOUTH AMERICA,Argentina,ARG,1993,26.5756548,434.5526278,1103.126891,22143.62972,4418.312208,23345.16328,49907.1052
SOUTH AMERICA,Argentina,ARG,1994,25.5731442,419.3060828,1051.669064,21783.643,4312.56883,22707.25101,48803.46284
SOUTH AMERICA,Argentina,ARG,1995,24.60219234,412.1887731,1040.617897,22254.28805,4205.788097,22510.04076,48970.11691
SOUTH AMERICA,Argentina,ARG,1996,24.46071687,415.0083638,1036.181976,22850.3682,4235.2287,22865.99947,49951.59638
SOUTH AMERICA,Argentina,ARG,1997,23.92243229,412.4663446,1041.811022,23660.63992,4192.129711,22946.61462,50799.38424
SOUTH AMERICA,Argentina,ARG,1998,23.09797966,407.551073,1054.451264,24603.52933,4094.76668,22912.41074,51610.70675
SOUTH AMERICA,Argentina,ARG,1999,22.92239151,406.8153854,1070.341372,25577.9543,4108.367218,23132.28238,52818.6039
SOUTH AMERICA,Argentina,ARG,2000,21.49502056,384.6936739,1026.082239,25076.59372,3895.416139,22151.795,51123.80486
SOUTH AMERICA,Argentina,ARG,2001,20.82937224,382.4190621,1030.850101,25738.13736,3821.154903,22342.67467,51901.96693
SOUTH AMERICA,Argentina,ARG,2002,20.38800046,387.5674028,1050.464341,26722.2127,3789.113939,22996.01608,53507.34271
SOUTH AMERICA,Argentina,ARG,2003,19.73635548,384.5874566,1071.221865,27692.00304,3717.318263,23199.20771,54608.52901
SOUTH AMERICA,Argentina,ARG,2004,18.46305149,367.6838083,1041.982447,27350.40156,3524.529536,22578.89087,53453.82197
SOUTH AMERICA,Argentina,ARG,2005,17.81328823,359.3301302,1020.349801,27214.88004,3446.678889,22490.89444,53152.45337
SOUTH AMERICA,Argentina,ARG,2006,17.34737088,354.1367432,1011.32667,27413.28619,3405.011798,22610.98116,53429.27914
SOUTH AMERICA,Argentina,ARG,2007,17.21015495,359.9610636,1031.267004,28354.28624,3427.627735,23455.66161,55237.57559
SOUTH AMERICA,Argentina,ARG,2008,16.36233375,345.4490402,981.7005939,27374.51284,3304.987995,22966.78522,53646.28605
SOUTH AMERICA,Argentina,ARG,2009,16.19945077,340.008594,970.5572191,27477.22598,3318.777232,23045.14209,53841.1453
SOUTH AMERICA,Argentina,ARG,2010,15.27333782,328.9245711,966.4742373,27775.5483,3173.361064,22701.24149,53650.15085
SOUTH AMERICA,Argentina,ARG,2011,14.88796634,324.5523378,956.7639081,27924.18772,3135.630773,22790.43529,53850.25379
SOUTH AMERICA,Argentina,ARG,2012,14.50041833,320.7768668,934.6475939,27725.60069,3094.219728,22919.67849,53739.49891
SOUTH AMERICA,Argentina,ARG,2013,14.06307637,313.8359109,913.5942659,27572.4954,3038.962032,22812.23765,53423.69508
SOUTH AMERICA,Argentina,ARG,2014,13.18736166,299.9794452,884.8156209,27201.13099,2884.432444,22172.09666,52257.66009
SOUTH AMERICA,Argentina,ARG,2015,12.76745052,294.2838771,869.3402132,27257.48385,2825.568933,22090.06535,52173.11813
SOUTH AMERICA,Argentina,ARG,2016,12.67433127,291.3316961,854.3332072,27342.66913,2837.814015,22169.33235,52349.81549
SOUTH AMERICA,Argentina,ARG,2017,12.71674147,284.982514,828.2135913,27102.02116,2881.701769,21927.79533,51911.51827
WESTERN ASIA,Armenia,ARM,1990,21.89987325,449.9151887,1131.267472,1300.000099,374.1644675,2476.343107,4150.507674
WESTERN ASIA,Armenia,ARM,1991,23.55335879,488.8251991,1189.114059,1338.459627,401.7650753,2750.690568,4490.91527
WESTERN ASIA,Armenia,ARM,1992,26.58757534,523.378387,1229.115731,1365.600162,454.2438013,2965.54216,4785.386123
WESTERN ASIA,Armenia,ARM,1993,29.05585764,552.1768966,1241.81761,1379.849545,500.3338553,3081.328547,4961.511947
WESTERN ASIA,Armenia,ARM,1994,29.99065821,551.0097461,1206.602223,1384.083183,521.3347583,2998.045018,4903.462959
WESTERN ASIA,Armenia,ARM,1995,29.38483683,533.2666801,1137.119872,1371.629599,515.1873228,2835.189042,4722.005963
WESTERN ASIA,Armenia,ARM,1996,28.22635437,524.8994871,1102.017389,1434.096856,497.625065,2743.724519,4675.44644
WESTERN ASIA,Armenia,ARM,1997,26.76566219,502.2473236,1050.113646,1488.219978,473.4523295,2594.097141,4555.769448
WESTERN ASIA,Armenia,ARM,1998,25.64954632,476.207815,1013.027235,1571.74698,455.9306833,2418.947454,4446.625117
WESTERN ASIA,Armenia,ARM,1999,25.11732139,462.7596663,1014.23978,1705.678858,448.487124,2328.720097,4482.886078
WESTERN ASIA,Armenia,ARM,2000,24.99853795,445.9522719,1003.785179,1832.23323,447.3630448,2240.191813,4519.788087
WESTERN ASIA,Armenia,ARM,2001,25.42083685,434.1266158,1009.400421,1950.459931,455.4916921,2197.089165,4603.040787
WESTERN ASIA,Armenia,ARM,2002,25.36785955,428.1825186,1034.806401,2105.903849,454.0321156,2187.610276,4747.546241
WESTERN ASIA,Armenia,ARM,2003,26.11493471,417.364691,1036.969429,2180.670844,466.9426383,2154.47347,4802.086953
WESTERN ASIA,Armenia,ARM,2004,26.48070459,407.7824336,1012.789842,2160.268336,471.9221896,2151.798782,4783.989308
WESTERN ASIA,Armenia,ARM,2005,26.62179338,401.1306191,1012.503826,2231.793113,473.0148367,2148.315856,4853.123805
WESTERN ASIA,Armenia,ARM,2006,27.52575265,390.1206025,1010.093538,2307.622041,486.6805141,2120.119926,4914.422481
WESTERN ASIA,Armenia,ARM,2007,27.10806481,368.9666556,1007.060265,2378.625753,475.0862621,2039.21902,4892.931035
WESTERN ASIA,Armenia,ARM,2008,26.78431825,361.4599828,997.9436461,2424.911101,463.2530032,2040.058377,4928.222481
WESTERN ASIA,Armenia,ARM,2009,26.147049,349.4171729,986.5203272,2450.129508,444.6135968,2024.701358,4919.444463
WESTERN ASIA,Armenia,ARM,2010,25.39428314,332.4718078,988.6579806,2508.395987,423.9039072,1979.775751,4912.075646
WESTERN ASIA,Armenia,ARM,2011,23.98245368,321.4641631,980.3688721,2494.46628,393.1907934,1975.462746,4863.119819
WESTERN ASIA,Armenia,ARM,2012,21.65010528,318.4031033,955.8033363,2397.88277,349.0036915,2017.434766,4764.321228
WESTERN ASIA,Armenia,ARM,2013,19.63215292,315.5795789,943.197382,2276.17775,311.1750742,2073.02362,4660.376444
WESTERN ASIA,Armenia,ARM,2014,19.17322323,317.1697164,962.4945257,2224.472786,299.0760645,2151.612102,4675.160952
WESTERN ASIA,Armenia,ARM,2015,18.7900849,327.5232396,973.7588578,2177.475221,289.0599927,2272.575265,4739.110479
WESTERN ASIA,Armenia,ARM,2016,17.95324214,337.9356606,969.0781312,2143.220294,272.5849081,2374.302274,4790.107476
WESTERN ASIA,Armenia,ARM,2017,18.08907888,345.9196432,973.5584495,2160.477385,271.7018237,2439.764652,4871.943861
WESTERN EUROPE                     ,Austria,AUT,1990,18.58550564,327.4076719,1083.020014,8234.804833,748.0652648,5341.099535,14323.96963
WESTERN EUROPE                     ,Austria,AUT,1991,18.59506007,325.382208,1063.753458,8239.124654,745.112017,5377.44114,14361.67781
WESTERN EUROPE                     ,Austria,AUT,1992,17.98033215,315.573199,1027.892323,8146.528616,716.963974,5259.398008,14122.8906
WESTERN EUROPE                     ,Austria,AUT,1993,17.92203865,309.1395684,1000.761851,8093.126272,713.2212462,5163.050552,13969.39807
WESTERN EUROPE                     ,Austria,AUT,1994,17.65268993,296.4707793,961.3269266,7917.515319,700.826658,4976.511558,13594.85353
WESTERN EUROPE                     ,Austria,AUT,1995,17.79506894,294.5709579,943.9495869,7916.829817,707.1211465,4944.211808,13568.16277
WESTERN EUROPE                     ,Austria,AUT,1996,17.98897608,292.539788,924.0318769,7879.03559,719.8057181,4865.555496,13464.3968
WESTERN EUROPE                     ,Austria,AUT,1997,16.99484876,278.6862176,891.2820408,7704.650245,679.6975918,4695.153451,13079.50129
WESTERN EUROPE                     ,Austria,AUT,1998,16.39045857,268.9117876,875.165349,7666.315814,655.3025046,4591.653266,12913.27158
WESTERN EUROPE                     ,Austria,AUT,1999,15.78176033,257.0055968,852.90322,7574.359935,631.3330324,4440.41826,12646.11123
WESTERN EUROPE                     ,Austria,AUT,2000,15.40573131,247.748368,831.1381414,7481.848825,617.856646,4321.105395,12420.81087
WESTERN EUROPE                     ,Austria,AUT,2001,14.72236511,233.660725,801.7143238,7318.403081,593.0474144,4104.542962,12015.99346
WESTERN EUROPE                     ,Austria,AUT,2002,13.91039169,225.4405794,792.4042369,7318.611124,563.3297924,3998.437634,11880.37855
WESTERN EUROPE                     ,Austria,AUT,2003,12.98552336,217.7660294,776.2671896,7227.297098,529.014278,3914.33728,11670.64866
WESTERN EUROPE                     ,Austria,AUT,2004,12.1808687,211.4626982,744.2055174,6966.32039,499.432942,3861.129558,11326.88289
WESTERN EUROPE                     ,Austria,AUT,2005,11.65141354,207.28418,728.3267247,6858.789726,479.9650138,3855.312797,11194.06754
WESTERN EUROPE                     ,Austria,AUT,2006,11.03811245,198.8021396,699.637818,6627.804799,455.5990021,3776.106564,10859.51037
WESTERN EUROPE                     ,Austria,AUT,2007,11.01763431,199.7985068,688.7321122,6575.57816,454.7426829,3874.166637,10904.48748
WESTERN EUROPE                     ,Austria,AUT,2008,10.69023156,197.3809326,667.467133,6442.701339,440.5462866,3901.705902,10784.95353
WESTERN EUROPE                     ,Austria,AUT,2009,11.11395024,204.4820157,663.2236108,6618.434571,456.2376769,4080.29126,11154.96351
WESTERN EUROPE                     ,Austria,AUT,2010,10.78260707,201.0131694,637.3172636,6685.502352,440.0427815,4024.335753,11149.88089
WESTERN EUROPE                     ,Austria,AUT,2011,10.19222183,194.5177031,625.8126233,6784.22899,413.8587468,3942.620379,11140.70812
WESTERN EUROPE                     ,Austria,AUT,2012,9.59023519,189.5258085,620.2017,6901.449871,387.9952428,3909.706723,11199.15184
WESTERN EUROPE                     ,Austria,AUT,2013,9.175298662,186.2312748,615.8536654,6976.957699,370.0952971,3935.030564,11282.08356
WESTERN EUROPE                     ,Austria,AUT,2014,8.732492047,181.8242413,611.2265804,7046.685219,352.0012335,3930.599362,11329.28581
WESTERN EUROPE                     ,Austria,AUT,2015,8.290290864,179.6505448,615.2861669,7151.71573,334.5306086,3984.949097,11471.19544
WESTERN EUROPE                     ,Austria,AUT,2016,7.726243488,175.3202636,611.7275421,7090.266565,312.2477599,3992.419768,11394.93409
WESTERN EUROPE                     ,Austria,AUT,2017,7.498530393,172.6026061,612.1737389,7228.33144,303.3199618,3970.653837,11502.30524
NORTH AMERICA,Bahamas,BHS,1990,9.956831441,191.1379756,452.1217815,36.27655741,14.20212687,49.01411998,99.49280427
NORTH AMERICA,Bahamas,BHS,1991,9.718922314,183.5640623,444.8682924,36.69671104,14.15658545,48.83127472,99.68457121
NORTH AMERICA,Bahamas,BHS,1992,9.698526834,175.6914021,433.9576883,36.70501407,14.41593498,48.46758273,99.58853178
NORTH AMERICA,Bahamas,BHS,1993,9.830732998,171.7231713,432.4656841,37.40853063,14.89385967,49.10704417,101.4094345
NORTH AMERICA,Bahamas,BHS,1994,9.543464928,173.1367826,433.3347393,38.13299012,14.71558877,51.50367026,104.3522491
NORTH AMERICA,Bahamas,BHS,1995,9.576158376,171.9986835,429.5956853,38.4427551,15.02563556,53.15465672,106.6230474
NORTH AMERICA,Bahamas,BHS,1996,9.374916461,173.9773554,434.7833164,39.63495504,14.98254565,55.5093757,110.1268764
NORTH AMERICA,Bahamas,BHS,1997,9.504538205,162.0254501,404.790415,37.68839221,15.48308926,53.2133562,106.3848377
NORTH AMERICA,Bahamas,BHS,1998,9.675287092,157.132851,386.2338828,36.88693964,16.07556356,52.99825726,105.9607605
NORTH AMERICA,Bahamas,BHS,1999,9.015651813,162.33481,394.7285181,38.68236536,15.23833229,56.84327649,110.7639741
NORTH AMERICA,Bahamas,BHS,2000,8.596219882,154.5726428,386.4329554,38.83821282,14.76044622,56.32454708,109.9232061
NORTH AMERICA,Bahamas,BHS,2001,8.627261589,154.2686425,385.3685759,39.64243934,15.05814119,58.10365275,112.8042333
NORTH AMERICA,Bahamas,BHS,2002,8.956780664,145.984911,368.8401539,38.90809555,15.87135418,56.86016833,111.6396181
NORTH AMERICA,Bahamas,BHS,2003,9.286593297,137.9324157,359.3359394,39.00331511,16.69232338,55.63920347,111.334842
NORTH AMERICA,Bahamas,BHS,2004,9.10035841,137.48198,358.8927589,40.38175718,16.58200116,57.41579697,114.3795553
NORTH AMERICA,Bahamas,BHS,2005,9.154502113,133.6534398,347.1737914,40.55559385,16.89816718,57.86387478,115.3176358
NORTH AMERICA,Bahamas,BHS,2006,9.096086053,135.7664156,356.1222501,43.10546417,16.99361344,61.13717388,121.2362515
NORTH AMERICA,Bahamas,BHS,2007,9.559031068,129.7384671,343.5854359,43.05300393,18.0751574,60.86418527,121.9923466
NORTH AMERICA,Bahamas,BHS,2008,9.410414452,129.1954096,344.0978112,44.63156387,18.00948936,63.12524881,125.7663021
NORTH AMERICA,Bahamas,BHS,2009,9.528291339,129.0432443,346.110004,46.5863883,18.44115468,65.50000394,130.5275469
NORTH AMERICA,Bahamas,BHS,2010,9.564607775,126.8074549,344.5508559,48.04050661,18.69963636,66.83303685,133.5731798
NORTH AMERICA,Bahamas,BHS,2011,9.45873439,124.5080111,344.500476,49.72706293,18.65793817,68.19845802,136.5834591
NORTH AMERICA,Bahamas,BHS,2012,8.965485477,121.507608,343.6200807,51.25434285,17.81721229,69.33649787,138.408053
NORTH AMERICA,Bahamas,BHS,2013,9.061534047,117.4964779,340.7867954,52.466921,18.11666014,69.9573312,140.5409123
NORTH AMERICA,Bahamas,BHS,2014,8.966615248,118.1323245,341.2212364,54.40566267,18.01651272,73.21754164,145.639717
NORTH AMERICA,Bahamas,BHS,2015,8.975940002,118.8945691,340.8170189,56.22117159,18.11280571,76.49924669,150.833224
NORTH AMERICA,Bahamas,BHS,2016,8.950559175,118.4484733,339.0459587,57.53411978,18.13171294,79.07585469,154.7416874
NORTH AMERICA,Bahamas,BHS,2017,8.931509582,118.0647416,337.0564191,58.70710913,18.16449792,81.72192316,158.5935302
EASTERN ASIA,Bangladesh,BGD,1990,15.20837458,423.3008619,1343.098324,29582.97351,7673.931212,33742.79542,70999.70014
EASTERN ASIA,Bangladesh,BGD,1991,14.70736496,385.0991481,1252.874838,27663.042,7637.359324,31150.2818,66450.68313
EASTERN ASIA,Bangladesh,BGD,1992,14.43023109,379.997296,1242.360959,27482.67864,7698.755587,31334.91913,66516.35335
EASTERN ASIA,Bangladesh,BGD,1993,13.97914469,370.2250443,1215.737666,26967.13109,7657.235221,31198.90245,65823.26876
EASTERN ASIA,Bangladesh,BGD,1994,13.61729971,360.8656498,1187.85011,26444.42009,7649.995839,31120.24067,65214.6566
EASTERN ASIA,Bangladesh,BGD,1995,13.62384934,359.5909166,1182.044998,26455.07575,7844.598736,31711.46925,66011.14374
EASTERN ASIA,Bangladesh,BGD,1996,13.17663861,349.6583537,1153.360469,26065.08173,7768.224451,31622.15606,65455.46224
EASTERN ASIA,Bangladesh,BGD,1997,12.57211716,335.4883925,1111.167094,25763.87238,7584.531443,31069.9042,64418.30803
EASTERN ASIA,Bangladesh,BGD,1998,11.97345153,322.2602237,1068.181113,25702.71498,7384.375352,30654.35653,63741.44686
EASTERN ASIA,Bangladesh,BGD,1999,11.4341382,309.8486072,1023.855237,25785.17134,7199.987816,30430.95961,63416.11876
EASTERN ASIA,Bangladesh,BGD,2000,11.38143094,305.9140289,1000.533646,26386.26253,7317.718467,31006.16762,64710.14862
EASTERN ASIA,Bangladesh,BGD,2001,10.96410439,296.2033958,956.1528983,26416.83683,7198.317959,30987.75282,64602.90761
EASTERN ASIA,Bangladesh,BGD,2002,10.66999693,288.1255105,916.2899853,26461.86355,7148.546985,31269.0705,64879.48103
EASTERN ASIA,Bangladesh,BGD,2003,10.28797616,286.580036,880.0698363,26592.68273,7027.986471,32367.7235,65988.3927
