Continent,Entity,Code,Year,"15-49 years old (deaths per 100,000)","50-69 years old (deaths per 100,000)","70+ years old (deaths per 100,000)",70+ years old (deaths),15-49 years old (deaths),50-69 years old (deaths),Smoking (deaths)
SOUTH AMERICA,Chile,CHL,2005,8.837921536,156.8675851,505.7665981,4497.458859,769.1032073,3943.861558,9210.423624
SOUTH AMERICA,Chile,CHL,2006,8.808457154,153.1937241,488.2490128,4478.875406,775.8207831,3990.216097,9244.912285
SOUTH AMERICA,Chile,CHL,2007,8.804865059,150.7542018,476.0786277,4508.702856,783.3014827,4074.742622,9366.74696
SOUTH AMERICA,Chile,CHL,2008,8.572280835,145.4452874,449.4639863,4399.630871,769.4148785,4077.113304,9246.159054
SOUTH AMERICA,Chile,CHL,2009,8.884450013,147.6686302,455.1987755,4609.353427,803.4979482,4290.380628,9703.232003
SOUTH AMERICA,Chile,CHL,2010,8.683048967,143.4688155,454.7325299,4759.56138,789.3707612,4328.344853,9877.276994
SOUTH AMERICA,Chile,CHL,2011,8.120646517,137.7009873,437.5953765,4739.887643,741.0457736,4309.832214,9790.76563
SOUTH AMERICA,Chile,CHL,2012,7.890362964,133.5019471,427.3245557,4795.547403,722.3810339,4323.15377,9841.082207
SOUTH AMERICA,Chile,CHL,2013,7.862178604,132.057687,418.3780583,4865.324659,721.1781287,4421.525981,10008.02877
SOUTH AMERICA,Chile,CHL,2014,7.462213739,127.4258266,400.4883345,4829.617908,685.0401359,4406.866696,9921.52474
SOUTH AMERICA,Chile,CHL,2015,7.2624503,125.0121289,391.2809113,4895.525718,666.8510728,4458.342289,10020.71908
SOUTH AMERICA,Chile,CHL,2016,7.087761374,123.3195284,383.7822854,4973.381978,650.8153356,4528.690854,10152.88817
SOUTH AMERICA,Chile,CHL,2017,6.882921105,122.8851446,383.2514767,5136.678055,631.9740601,4636.506253,10405.15837
EASTERN ASIA,China,CHN,1990,16.21596071,336.1785115,1598.806958,618126.648,108361.0687,517947.3103,1244435.027
EASTERN ASIA,China,CHN,1991,16.86132671,339.8474778,1625.237265,650457.4581,114456.3892,532346.6466,1297260.494
EASTERN ASIA,China,CHN,1992,17.82813176,338.5063235,1637.499188,678900.3744,122688.0515,538788.6748,1340377.101
EASTERN ASIA,China,CHN,1993,18.5969211,337.3318803,1641.050274,705526.865,129564.5145,545376.8154,1380468.195
EASTERN ASIA,China,CHN,1994,19.14976122,334.6174146,1644.65723,732893.3116,134970.8391,549112.7639,1416976.915
EASTERN ASIA,China,CHN,1995,20.08117378,334.0621127,1644.580943,760346.849,143041.6214,557436.1905,1460824.661
EASTERN ASIA,China,CHN,1996,20.70077983,330.6779845,1643.58314,788566.4945,148677.4036,564731.6829,1501975.581
EASTERN ASIA,China,CHN,1997,21.00613165,323.5578182,1638.741227,816853.8654,151998.983,567154.1727,1536007.021
EASTERN ASIA,China,CHN,1998,21.12829064,319.3537576,1657.256016,858764.0734,154451.209,571779.084,1584994.366
EASTERN ASIA,China,CHN,1999,21.26392265,312.6139101,1642.379148,884789.6878,156692.3248,580783.2222,1622265.235
EASTERN ASIA,China,CHN,2000,21.12128591,310.6018381,1632.670242,914405.5911,157494.9722,593128.0143,1665028.578
EASTERN ASIA,China,CHN,2001,19.40578744,305.9321253,1622.018512,942883.2609,146546.5164,604979.0229,1694408.8
EASTERN ASIA,China,CHN,2002,17.87955426,303.7438531,1621.495373,976573.472,136923.0662,623250.4438,1736746.982
EASTERN ASIA,China,CHN,2003,16.1855293,301.2420003,1636.688359,1020254.643,125383.3681,644345.2325,1789983.243
EASTERN ASIA,China,CHN,2004,15.76764869,290.9521128,1600.270856,1035801.164,123167.7345,649239.4186,1808208.317
EASTERN ASIA,China,CHN,2005,15.26675589,273.3835598,1523.05431,1021614.05,120015.5861,635073.4537,1776703.089
EASTERN ASIA,China,CHN,2006,14.43195034,255.8938107,1434.178777,997690.9214,113968.1883,615673.7702,1727332.88
EASTERN ASIA,China,CHN,2007,14.22838842,246.136379,1385.22334,999437.1429,112763.285,610025.5374,1722225.965
EASTERN ASIA,China,CHN,2008,14.65612888,240.5251687,1366.803642,1019368.366,116591.8811,610725.3383,1746685.586
EASTERN ASIA,China,CHN,2009,15.25995692,237.2764465,1371.73956,1053593.16,121795.3747,615981.3671,1791369.902
EASTERN ASIA,China,CHN,2010,15.78653943,238.2726278,1370.218126,1083457.043,126199.9783,632619.0011,1842276.022
EASTERN ASIA,China,CHN,2011,16.03516924,241.1261718,1346.423625,1093939.426,127970.2739,657727.095,1879636.795
EASTERN ASIA,China,CHN,2012,16.40017577,244.3121007,1306.568664,1090970.654,130174.5345,689000.1749,1910145.364
EASTERN ASIA,China,CHN,2013,16.5200913,244.7937202,1240.591158,1065824.453,129900.6197,718543.9511,1914269.023
EASTERN ASIA,China,CHN,2014,16.44674813,254.6049587,1232.392128,1088877.488,127759.0934,780327.5732,1996964.155
EASTERN ASIA,China,CHN,2015,16.19868601,264.7339001,1244.559493,1133099.264,124138.543,846250.1063,2103487.913
EASTERN ASIA,China,CHN,2016,15.90946002,264.2372687,1245.286666,1177460.275,120188.5147,877261.8507,2174910.64
EASTERN ASIA,China,CHN,2017,15.63256125,249.4369065,1241.906386,1223210.94,116297.9935,858143.6807,2197652.614
SOUTH AMERICA,Colombia,COL,1990,12.29513153,282.8323775,867.2394181,7179.564431,2080.941283,8698.450132,17958.95585
SOUTH AMERICA,Colombia,COL,1991,12.75946679,291.3017131,888.9150383,7703.089725,2208.091479,9259.372677,19170.55388
SOUTH AMERICA,Colombia,COL,1992,12.48913167,286.9578072,878.9548668,7966.428894,2208.985618,9437.305699,19612.72021
SOUTH AMERICA,Colombia,COL,1993,11.72012925,272.2021512,842.9728547,7999.959856,2118.415314,9265.273736,19383.64891
SOUTH AMERICA,Colombia,COL,1994,11.49454439,265.2474923,830.3758055,8216.504135,2122.418086,9364.85971,19703.78193
SOUTH AMERICA,Colombia,COL,1995,11.28904722,255.5263039,813.3187496,8417.01261,2129.613687,9332.712985,19879.33928
SOUTH AMERICA,Colombia,COL,1996,11.18702854,246.4808763,782.8811318,8507.049955,2154.341951,9326.49951,19987.89142
SOUTH AMERICA,Colombia,COL,1997,10.18152787,225.3665533,707.1795095,8078.035899,2000.15732,8848.757884,18926.9511
SOUTH AMERICA,Colombia,COL,1998,9.451747765,209.3029065,661.5745876,7974.762324,1893.074906,8523.580711,18391.41794
SOUTH AMERICA,Colombia,COL,1999,9.000070001,197.8728693,634.9567054,8087.20458,1835.186566,8380.589498,18302.98064
SOUTH AMERICA,Colombia,COL,2000,8.512488489,185.1277915,606.4663177,8158.382665,1764.446608,8180.556955,18103.38623
SOUTH AMERICA,Colombia,COL,2001,8.070182402,175.725873,588.0853335,8346.121569,1700.662108,8071.273044,18118.05672
SOUTH AMERICA,Colombia,COL,2002,8.761398004,182.9079951,611.0901853,9132.268801,1875.843512,8730.854644,19738.96696
SOUTH AMERICA,Colombia,COL,2003,7.808429686,161.6833158,555.7579499,8734.764706,1697.836543,8028.064919,18460.66617
SOUTH AMERICA,Colombia,COL,2004,7.534009404,154.1784912,531.9854331,8776.034942,1663.168097,7982.881763,18422.0848
SOUTH AMERICA,Colombia,COL,2005,6.857960262,143.4893632,506.045524,8779.696479,1536.65078,7748.936565,18065.28382
SOUTH AMERICA,Colombia,COL,2006,6.800360095,140.9973962,498.8781205,9097.350804,1546.837377,7943.350278,18587.53846
SOUTH AMERICA,Colombia,COL,2007,6.294124193,131.2388067,472.7269222,9074.897501,1453.72012,7708.512337,18237.12996
SOUTH AMERICA,Colombia,COL,2008,6.103072967,125.5905487,459.4164792,9275.081053,1431.126029,7693.108241,18399.31532
SOUTH AMERICA,Colombia,COL,2009,6.10144328,123.3163471,449.1439445,9481.76768,1451.415591,7888.595852,18821.77912
SOUTH AMERICA,Colombia,COL,2010,5.728677714,116.4308054,429.0452976,9476.557643,1380.768291,7774.468238,18631.79417
SOUTH AMERICA,Colombia,COL,2011,5.204586241,107.1612206,400.828442,9277.37259,1269.603037,7465.08808,18012.06371
SOUTH AMERICA,Colombia,COL,2012,4.964619715,102.6268589,386.2680329,9378.309506,1224.441233,7452.39133,18055.14207
SOUTH AMERICA,Colombia,COL,2013,4.681627373,98.20876254,372.8034554,9489.02847,1166.457677,7427.10577,18082.59192
SOUTH AMERICA,Colombia,COL,2014,4.624382633,93.90571182,357.916609,9550.178529,1163.340988,7386.130331,18099.64985
SOUTH AMERICA,Colombia,COL,2015,4.506823143,92.74879701,352.6759364,9834.933235,1144.239938,7580.775247,18559.94842
SOUTH AMERICA,Colombia,COL,2016,4.384091296,91.71078277,346.7066381,10120.5188,1123.042045,7765.668016,19009.22886
SOUTH AMERICA,Colombia,COL,2017,4.232813943,90.66879108,340.6307078,10406.39047,1093.828746,7933.461344,19433.68056
CENTRAL AFRICA,Congo,COG,1990,26.02462789,377.1129378,970.2527757,422.2115291,287.1452502,747.3224641,1456.679243
CENTRAL AFRICA,Congo,COG,1991,24.84507744,364.6623114,907.6578607,408.2492208,284.7334878,733.4446198,1426.427328
CENTRAL AFRICA,Congo,COG,1992,23.97688213,359.6772117,892.8685414,414.1767155,285.371299,734.6550732,1434.203088
CENTRAL AFRICA,Congo,COG,1993,23.66171065,356.5348742,864.2726258,412.3676778,292.3902576,739.42985,1444.187785
CENTRAL AFRICA,Congo,COG,1994,24.24349684,359.2880128,865.3638967,423.4286529,310.927186,756.8804163,1491.236255
CENTRAL AFRICA,Congo,COG,1995,23.80280185,358.6685959,878.1727319,439.2973907,316.77296,768.1203103,1524.190661
CENTRAL AFRICA,Congo,COG,1996,23.63009857,351.3171596,853.1490299,435.755553,326.0448753,767.3323393,1529.132768
CENTRAL AFRICA,Congo,COG,1997,23.78007308,347.0413062,832.4444463,433.538583,339.2867498,771.5405954,1544.365928
CENTRAL AFRICA,Congo,COG,1998,21.94052149,328.6061513,810.8763051,431.7616662,323.3285347,742.9958841,1498.086085
CENTRAL AFRICA,Congo,COG,1999,21.41051602,320.0339132,788.8850937,431.1139445,326.671055,734.4717523,1492.256752
CENTRAL AFRICA,Congo,COG,2000,20.27035869,296.6984219,793.8007573,446.2281313,320.3169904,692.2258981,1458.77102
CENTRAL AFRICA,Congo,COG,2001,18.26032461,279.6502337,729.3120983,422.3975854,298.3777875,670.3423902,1391.117763
CENTRAL AFRICA,Congo,COG,2002,16.66209458,260.1316348,707.6565307,422.4784466,281.4175355,641.4281403,1345.324122
CENTRAL AFRICA,Congo,COG,2003,16.46913596,252.4497555,681.0367621,417.9290268,287.3262645,641.3774967,1346.632788
CENTRAL AFRICA,Congo,COG,2004,15.76061857,240.9594163,668.2942983,421.2934863,283.8110275,631.5654031,1336.669917
CENTRAL AFRICA,Congo,COG,2005,15.08159391,227.472445,657.4861273,426.3447027,280.0814149,616.0488718,1322.474989
CENTRAL AFRICA,Congo,COG,2006,14.66304723,217.16515,635.8100161,424.0734147,280.5856425,608.8490882,1313.508145
CENTRAL AFRICA,Congo,COG,2007,14.50969561,211.6713401,618.1844802,424.3939629,285.8292251,615.2347786,1325.457967
CENTRAL AFRICA,Congo,COG,2008,14.38401335,206.1761318,601.1912611,425.0672932,291.438648,622.0859147,1338.591856
CENTRAL AFRICA,Congo,COG,2009,14.11477827,198.482173,595.2125169,433.6509942,293.9132858,622.6566677,1350.220948
CENTRAL AFRICA,Congo,COG,2010,13.60440392,188.7500456,590.5357206,443.5994459,290.9353092,616.7210807,1351.255836
CENTRAL AFRICA,Congo,COG,2011,13.17002292,184.6531715,568.3564837,437.7737366,289.0659477,630.2587034,1357.098388
CENTRAL AFRICA,Congo,COG,2012,13.18138832,180.3148911,570.2379371,450.45334,296.7278277,643.7774703,1390.958638
CENTRAL AFRICA,Congo,COG,2013,13.03864927,177.1985478,560.3237337,453.6509881,300.8349055,662.6699913,1417.155885
CENTRAL AFRICA,Congo,COG,2014,12.92479945,173.4152118,560.9197155,465.7719707,305.5274184,679.9000983,1451.199487
CENTRAL AFRICA,Congo,COG,2015,12.74221833,169.0336724,559.7136873,477.2441506,308.537837,695.2430648,1481.025052
CENTRAL AFRICA,Congo,COG,2016,12.62152231,166.6496366,545.4365377,480.2581664,313.0200447,718.8401533,1512.118364
CENTRAL AFRICA,Congo,COG,2017,12.59456815,164.9933012,538.8024951,489.3474533,319.9130871,746.9875068,1556.248047
NORTH AMERICA,Costa Rica,CRI,1990,7.380508675,188.633195,810.6334232,764.947107,113.7311915,530.5534027,1409.231701
NORTH AMERICA,Costa Rica,CRI,1991,7.428609732,182.2985018,797.2029251,785.5149118,118.2011804,530.4876724,1434.203765
NORTH AMERICA,Costa Rica,CRI,1992,7.406445317,178.6782235,792.57591,812.4324928,121.7984795,539.4007814,1473.631754
NORTH AMERICA,Costa Rica,CRI,1993,7.109812691,175.3319035,768.9141325,818.9159973,120.9520618,549.4634843,1489.331543
NORTH AMERICA,Costa Rica,CRI,1994,7.32328768,179.6601342,775.0358468,857.1289422,128.8881709,584.2564178,1570.273531
NORTH AMERICA,Costa Rica,CRI,1995,7.497621315,179.8718986,776.3292832,889.2065315,136.4384047,606.6754116,1632.320348
NORTH AMERICA,Costa Rica,CRI,1996,6.968045489,162.7388719,740.31469,881.299723,130.7279439,574.8752041,1586.902871
NORTH AMERICA,Costa Rica,CRI,1997,6.684624676,155.5150299,722.4794357,899.8969193,129.2727027,571.4004535,1600.570075
NORTH AMERICA,Costa Rica,CRI,1998,6.599649213,150.619156,711.7579342,928.6535688,131.3121826,575.6989161,1635.664668
NORTH AMERICA,Costa Rica,CRI,1999,6.587392161,147.9447692,711.3187393,969.391454,134.6415436,588.0677681,1692.100766
NORTH AMERICA,Costa Rica,CRI,2000,6.046723931,134.6984728,666.3121736,949.1422573,126.6345879,559.578233,1635.355078
NORTH AMERICA,Costa Rica,CRI,2001,5.869880594,129.5946509,648.8669822,963.0624856,125.7607757,561.8242665,1650.647528
NORTH AMERICA,Costa Rica,CRI,2002,5.578140111,122.5829982,619.8843803,955.5811909,122.0592017,554.0931264,1631.733519
NORTH AMERICA,Costa Rica,CRI,2003,5.460777198,119.5857572,611.8298744,977.7720198,121.8490661,563.6950302,1663.316116
NORTH AMERICA,Costa Rica,CRI,2004,5.331026624,116.2072766,599.0671238,992.1043372,121.0632969,572.0476291,1685.215263
NORTH AMERICA,Costa Rica,CRI,2005,4.804361169,106.7271824,549.5314643,943.3132479,110.7818593,549.6985448,1603.793652
NORTH AMERICA,Costa Rica,CRI,2006,4.89082513,107.8045892,549.1210976,976.6126461,114.2570087,581.0723099,1671.941965
NORTH AMERICA,Costa Rica,CRI,2007,4.295072789,94.19152547,495.0928072,915.286238,101.4739997,530.3026222,1547.06286
NORTH AMERICA,Costa Rica,CRI,2008,4.303365321,94.10728641,494.4148777,950.3742472,102.6460194,553.541025,1606.561292
NORTH AMERICA,Costa Rica,CRI,2009,4.263323746,92.15445083,485.2197842,967.6529988,102.5102083,566.7494135,1636.912621
NORTH AMERICA,Costa Rica,CRI,2010,4.626844647,99.52442102,517.1478383,1071.719413,112.0121678,639.0650467,1822.796628
NORTH AMERICA,Costa Rica,CRI,2011,4.357238245,94.552128,502.7894038,1075.433054,106.1173242,634.4454458,1815.995824
NORTH AMERICA,Costa Rica,CRI,2012,4.239732066,91.32953403,495.0828022,1095.011146,103.8195929,639.0656037,1837.896342
NORTH AMERICA,Costa Rica,CRI,2013,4.240823925,88.2275159,484.6665567,1108.710385,104.3587745,642.3770794,1855.446239
NORTH AMERICA,Costa Rica,CRI,2014,4.157239689,87.08261507,480.8569132,1137.418113,102.7570686,658.3640546,1898.539236
NORTH AMERICA,Costa Rica,CRI,2015,4.237368611,89.8279323,488.6757401,1193.623414,105.1323741,704.0206216,2002.77641
NORTH AMERICA,Costa Rica,CRI,2016,4.374210446,94.61669571,502.6965278,1281.883385,108.8103802,764.3457392,2155.039505
NORTH AMERICA,Costa Rica,CRI,2017,4.311000662,94.30878816,496.2471266,1311.100958,107.3891037,785.3094421,2203.799503
EASTERN EUROPE                     ,Croatia,HRV,1990,33.19181252,524.4068353,1717.985681,5604.190598,809.9605461,6011.40988,12425.56102
EASTERN EUROPE                     ,Croatia,HRV,1991,31.89206764,515.4456708,1641.571659,5555.372994,774.1253202,5887.276324,12216.77464
EASTERN EUROPE                     ,Croatia,HRV,1992,32.43593236,515.5300158,1581.41328,5527.923091,781.6529714,5863.434523,12173.01059
EASTERN EUROPE                     ,Croatia,HRV,1993,32.61074282,514.2806999,1532.72512,5510.976581,780.3890178,5820.225955,12111.59155
EASTERN EUROPE                     ,Croatia,HRV,1994,32.50676232,513.9672458,1484.452434,5491.208484,773.9107206,5756.813233,12021.93244
EASTERN EUROPE                     ,Croatia,HRV,1995,33.33900791,524.1000419,1474.341194,5602.629299,791.2364275,5779.878454,12173.74418
EASTERN EUROPE                     ,Croatia,HRV,1996,34.52923035,538.4675003,1483.026708,5784.268148,817.8081968,5819.72854,12421.80488
EASTERN EUROPE                     ,Croatia,HRV,1997,35.11479213,550.9439008,1489.514336,5963.68273,823.1745952,5925.548834,12712.40616
EASTERN EUROPE                     ,Croatia,HRV,1998,33.41378446,532.2598598,1452.106017,5946.513727,775.8233596,5692.460879,12414.79797
EASTERN EUROPE                     ,Croatia,HRV,1999,32.78140064,520.5664616,1430.38976,6010.814603,753.3836411,5541.255498,12305.45374
EASTERN EUROPE                     ,Croatia,HRV,2000,30.78458757,484.1614154,1375.186779,5941.403231,699.1034589,5151.595227,11792.10192
EASTERN EUROPE                     ,Croatia,HRV,2001,29.70820535,461.9055279,1342.388438,6010.125935,666.6060855,4901.621596,11578.35362
EASTERN EUROPE                     ,Croatia,HRV,2002,28.61882492,450.5625673,1351.133899,6234.790116,635.5907355,4765.850886,11636.23174
EASTERN EUROPE                     ,Croatia,HRV,2003,27.77932277,439.0009714,1365.830171,6476.362535,609.1851354,4664.477644,11750.02531
EASTERN EUROPE                     ,Croatia,HRV,2004,25.6824838,405.3610553,1296.05657,6323.536164,556.9453208,4315.458891,11195.94038
EASTERN EUROPE                     ,Croatia,HRV,2005,25.56194428,399.345638,1276.48192,6395.044274,547.11517,4283.132294,11225.29174
EASTERN EUROPE                     ,Croatia,HRV,2006,24.30240173,375.4986308,1235.749963,6336.39821,513.9294395,4057.671581,10907.99923
EASTERN EUROPE                     ,Croatia,HRV,2007,23.60555957,371.7616375,1228.040154,6439.031825,493.6696087,4042.753227,10975.45466
EASTERN EUROPE                     ,Croatia,HRV,2008,23.82132012,370.0733129,1203.044202,6422.287177,493.04677,4044.370322,10959.70427
EASTERN EUROPE                     ,Croatia,HRV,2009,21.48531732,346.0271792,1137.647087,6161.10207,440.1888437,3808.5495,10409.84041
EASTERN EUROPE                     ,Croatia,HRV,2010,19.59868417,333.438787,1110.207375,6104.429574,397.7610511,3696.319768,10198.51039
EASTERN EUROPE                     ,Croatia,HRV,2011,18.63850718,326.766196,1082.455003,6023.079385,375.1101374,3649.871775,10048.0613
EASTERN EUROPE                     ,Croatia,HRV,2012,18.19198955,320.0467451,1062.508138,5980.455781,363.2671679,3601.380147,9945.103097
EASTERN EUROPE                     ,Croatia,HRV,2013,16.67528214,299.7187954,1011.457964,5751.545634,330.395843,3397.211955,9479.153432
EASTERN EUROPE                     ,Croatia,HRV,2014,15.80831244,308.0437268,1022.032837,5831.622169,310.6044417,3524.559089,9666.7857
EASTERN EUROPE                     ,Croatia,HRV,2015,15.77478699,320.5803893,1048.607656,5948.800723,307.0921907,3711.445341,9967.338255
EASTERN EUROPE                     ,Croatia,HRV,2016,14.29200919,304.4324369,993.9774032,5579.525211,274.9524245,3583.213142,9437.690777
EASTERN EUROPE                     ,Croatia,HRV,2017,13.86715732,297.6718536,974.2581452,5561.497511,263.5528419,3515.289121,9340.339474
EASTERN EUROPE                     ,Czech Republic,CZE,1990,38.6719415,703.416939,1831.426411,14402.46679,2011.015954,14677.81161,31091.29435
EASTERN EUROPE                     ,Czech Republic,CZE,1991,36.70237553,656.9191115,1716.320638,13718.75979,1927.041942,13658.44439,29304.24612
EASTERN EUROPE                     ,Czech Republic,CZE,1992,35.69980642,629.1363603,1633.72577,13372.36484,1889.58322,13042.68442,28304.63248
EASTERN EUROPE                     ,Czech Republic,CZE,1993,32.97419939,581.2826216,1555.066372,13064.78382,1754.695235,12097.06567,26916.54473
EASTERN EUROPE                     ,Czech Republic,CZE,1994,31.93797664,558.5953102,1513.251488,13033.69682,1705.132161,11724.98596,26463.81495
EASTERN EUROPE                     ,Czech Republic,CZE,1995,31.2429741,543.9539616,1491.315575,13112.81268,1671.568065,11499.06859,26283.44934
EASTERN EUROPE                     ,Czech Republic,CZE,1996,29.38521778,512.2001025,1405.509958,12607.72814,1566.106171,11032.65991,25206.49422
EASTERN EUROPE                     ,Czech Republic,CZE,1997,28.4156981,492.5300381,1372.504673,12541.8713,1505.098946,10874.71162,24921.68187
EASTERN EUROPE                     ,Czech Republic,CZE,1998,25.62969687,455.4597829,1307.382065,12174.75874,1350.266343,10281.90373,23806.92881
EASTERN EUROPE                     ,Czech Republic,CZE,1999,24.0100028,436.5953811,1274.127832,12091.06028,1260.303287,10045.59767,23396.96124
EASTERN EUROPE                     ,Czech Republic,CZE,2000,23.08510114,421.8131971,1252.317748,12123.19286,1207.253189,9892.463556,23222.90961
EASTERN EUROPE                     ,Czech Republic,CZE,2001,21.42242743,401.8656316,1224.696507,12067.95146,1115.785073,9617.462574,22801.1991
EASTERN EUROPE                     ,Czech Republic,CZE,2002,20.00068535,389.6503826,1210.719287,12113.68928,1038.07252,9514.596063,22666.35786
EASTERN EUROPE                     ,Czech Republic,CZE,2003,19.30840914,391.6539448,1229.628376,12417.19633,1000.036477,9755.002588,23172.2354
EASTERN EUROPE                     ,Czech Republic,CZE,2004,17.89996042,374.8078607,1185.033228,12052.30244,925.6711459,9516.418884,22494.39247
EASTERN EUROPE                     ,Czech Republic,CZE,2005,16.79832306,365.4321314,1166.881158,11939.29659,868.0084098,9457.407632,22264.71263
EASTERN EUROPE                     ,Czech Republic,CZE,2006,15.19085734,351.8467836,1115.390906,11475.07731,784.6440573,9275.301474,21535.02284
EASTERN EUROPE                     ,Czech Republic,CZE,2007,14.13045852,350.2539172,1092.390415,11316.598,729.6168654,9381.416403,21427.63127
EASTERN EUROPE                     ,Czech Republic,CZE,2008,13.72410574,349.8028606,1078.011194,11280.70904,709.0915551,9466.686022,21456.48662
EASTERN EUROPE                     ,Czech Republic,CZE,2009,13.26308462,345.6112419,1058.751688,11215.04912,685.2531177,9402.673034,21302.97527
EASTERN EUROPE                     ,Czech Republic,CZE,2010,12.92736478,343.1124543,1039.827215,11243.69985,666.0911776,9349.345271,21259.1363
EASTERN EUROPE                     ,Czech Republic,CZE,2011,12.71281042,340.393052,1023.126812,11308.35397,651.9003179,9286.978586,21247.23288
EASTERN EUROPE                     ,Czech Republic,CZE,2012,12.51288499,333.2703385,1005.966073,11384.15125,637.6863353,9105.094607,21126.93219
EASTERN EUROPE                     ,Czech Republic,CZE,2013,12.27341569,324.2083801,984.7746853,11500.55103,619.8370106,8876.354049,20996.74209
EASTERN EUROPE                     ,Czech Republic,CZE,2014,11.74320001,307.0680453,948.2238235,11459.32754,586.8022693,8429.861594,20475.9914
EASTERN EUROPE                     ,Czech Republic,CZE,2015,11.65010977,301.8042541,951.3813835,11826.49726,576.6455858,8305.731502,20708.87435
EASTERN EUROPE                     ,Czech Republic,CZE,2016,11.58396164,294.4965534,927.6850725,12026.16227,568.6856982,8047.344055,20642.19203
EASTERN EUROPE                     ,Czech Republic,CZE,2017,11.82799943,290.7265656,913.1783715,12385.4722,576.2999687,7860.14312,20821.91529
WESTERN EUROPE                     ,Denmark,DNK,1990,22.24108627,556.7950964,2187.756325,12150.2545,594.4317698,5728.633331,18473.3196
WESTERN EUROPE                     ,Denmark,DNK,1991,21.3578418,528.2625312,2116.153158,11915.02631,573.2840663,5430.08361,17918.39399
WESTERN EUROPE                     ,Denmark,DNK,1992,21.06291649,515.1764577,2101.114148,11948.41873,566.4064369,5309.41044,17824.23561
WESTERN EUROPE                     ,Denmark,DNK,1993,21.15291532,504.4961572,2113.743738,12051.05108,567.9521237,5265.167954,17884.17116
WESTERN EUROPE                     ,Denmark,DNK,1994,20.83486837,493.9141974,2096.413936,11984.12762,557.9622785,5235.582814,17777.67271
WESTERN EUROPE                     ,Denmark,DNK,1995,19.54773684,472.3058429,2080.008116,11910.78657,520.7016109,5113.584433,17545.07261
WESTERN EUROPE                     ,Denmark,DNK,1996,19.01549156,446.1111027,2025.34149,11596.98942,502.8944089,4954.094132,17053.97796
WESTERN EUROPE                     ,Denmark,DNK,1997,18.00909106,415.2009246,1960.167006,11226.42067,471.7605235,4738.998369,16437.17956
WESTERN EUROPE                     ,Denmark,DNK,1998,16.84714164,388.0669418,1883.306264,10782.71174,437.4873233,4542.790875,15762.98994
WESTERN EUROPE                     ,Denmark,DNK,1999,17.40625558,388.5984444,1921.800768,11012.78132,448.5555896,4638.742162,16100.07907
WESTERN EUROPE                     ,Denmark,DNK,2000,15.58409176,353.0520992,1848.307658,10573.91613,399.2177061,4286.626125,15259.75996
WESTERN EUROPE                     ,Denmark,DNK,2001,15.05613089,340.3699139,1867.054629,10677.71984,383.6140397,4201.909988,15263.24387
WESTERN EUROPE                     ,Denmark,DNK,2002,15.1830752,336.0223741,1890.067807,10783.4845,385.2896738,4209.793025,15378.5672
WESTERN EUROPE                     ,Denmark,DNK,2003,14.85284122,325.2497832,1858.256851,10583.09683,375.3485026,4136.443696,15094.88903
WESTERN EUROPE                     ,Denmark,DNK,2004,13.93969057,313.4333866,1811.041642,10309.27954,351.0846416,4050.034521,14710.39871
WESTERN EUROPE                     ,Denmark,DNK,2005,12.60830848,299.4585675,1748.168362,9993.109772,317.1031931,3921.990829,14232.20379
WESTERN EUROPE                     ,Denmark,DNK,2006,12.41749354,301.8516675,1748.638286,10055.95766,312.1983535,4007.326503,14375.48252
WESTERN EUROPE                     ,Denmark,DNK,2007,12.0865522,297.1892414,1729.001621,10026.72001,303.9990401,3995.155208,14325.87426
WESTERN EUROPE                     ,Denmark,DNK,2008,10.9579648,281.6072424,1659.150241,9731.230782,276.3429383,3826.706354,13834.28007
WESTERN EUROPE                     ,Denmark,DNK,2009,10.09183347,275.4213772,1629.729497,9694.606048,255.2611813,3779.980448,13729.84768
WESTERN EUROPE                     ,Denmark,DNK,2010,9.49388151,266.5635057,1585.952385,9571.572307,241.1764483,3693.03022,13505.77898
WESTERN EUROPE                     ,Denmark,DNK,2011,8.600178989,250.5176026,1498.935916,9217.760563,219.1923427,3506.055541,12943.00845
WESTERN EUROPE                     ,Denmark,DNK,2012,7.810169338,241.3006021,1437.060701,9029.685487,199.5947555,3408.585149,12637.86539
WESTERN EUROPE                     ,Denmark,DNK,2013,7.141012761,232.6257164,1372.275085,8891.568201,182.9001613,3307.499921,12381.96828
WESTERN EUROPE                     ,Denmark,DNK,2014,6.553549155,220.9914524,1288.568592,8647.785014,167.9567038,3165.400635,11981.14235
WESTERN EUROPE                     ,Denmark,DNK,2015,6.062657141,210.5759209,1226.05689,8573.69035,155.4502725,3032.040554,11761.18118
WESTERN EUROPE                     ,Denmark,DNK,2016,5.804056908,206.2222714,1179.857661,8613.869584,148.8548089,2982.179288,11744.90368
WESTERN EUROPE                     ,Denmark,DNK,2017,5.610477632,200.2992602,1134.592276,8646.455557,143.6260526,2909.942318,11700.02393
NORTH AMERICA,Dominican Republic,DOM,1990,10.41720562,189.7267546,797.3015469,1517.399324,379.2792388,1205.269178,3101.947741
NORTH AMERICA,Dominican Republic,DOM,1991,10.50246281,187.3422895,763.9825727,1517.854881,391.4591808,1226.297446,3135.611507
NORTH AMERICA,Dominican Republic,DOM,1992,10.35941755,183.6948066,746.0250944,1542.979132,394.9306921,1240.406878,3178.316702
